marker,article,previous,current,next,link
"Kay and Roscheisen, 1988, ",P93-1003,Areas of investigation using bilingual corpora have included the following:," Automatic sentence alignment [Kay and Roscheisen, 1988, Brown et al., 1991a, Gale and Church, 1991b].","Word-sense disambiguation [Dagan et al., 1991, Brown et al., 1991b, Church and Gale, 1991].",http://www.aclweb.org/anthology/P/P93/P93-1003.pdf
"Brown et al., 1991a, ",P93-1003,Areas of investigation using bilingual corpora have included the following:," Automatic sentence alignment [Kay and Roscheisen, 1988, Brown et al., 1991a, Gale and Church, 1991b].","Word-sense disambiguation [Dagan et al., 1991, Brown et al., 1991b, Church and Gale, 1991].",http://www.aclweb.org/anthology/P/P93/P93-1003.pdf
"Gale and Church, 1991b]",P93-1003,Areas of investigation using bilingual corpora have included the following:," Automatic sentence alignment [Kay and Roscheisen, 1988, Brown et al., 1991a, Gale and Church, 1991b].","Word-sense disambiguation [Dagan et al., 1991, Brown et al., 1991b, Church and Gale, 1991].",http://www.aclweb.org/anthology/P/P93/P93-1003.pdf
"Dagan et al., 1991, ",P93-1003," Automatic sentence alignment [Kay and Roscheisen, 1988, Brown et al., 1991a, Gale and Church, 1991b].","Word-sense disambiguation [Dagan et al., 1991, Brown et al., 1991b, Church and Gale, 1991].","Extracting word correspondences [Gale and Church, 1991a].",http://www.aclweb.org/anthology/P/P93/P93-1003.pdf
"Brown et al., 1991b, ",P93-1003," Automatic sentence alignment [Kay and Roscheisen, 1988, Brown et al., 1991a, Gale and Church, 1991b].","Word-sense disambiguation [Dagan et al., 1991, Brown et al., 1991b, Church and Gale, 1991].","Extracting word correspondences [Gale and Church, 1991a].",http://www.aclweb.org/anthology/P/P93/P93-1003.pdf
"Church and Gale, 1991]",P93-1003," Automatic sentence alignment [Kay and Roscheisen, 1988, Brown et al., 1991a, Gale and Church, 1991b].","Word-sense disambiguation [Dagan et al., 1991, Brown et al., 1991b, Church and Gale, 1991].","Extracting word correspondences [Gale and Church, 1991a].",http://www.aclweb.org/anthology/P/P93/P93-1003.pdf
"Gale and Church, 1991a]",P93-1003,"Word-sense disambiguation [Dagan et al., 1991, Brown et al., 1991b, Church and Gale, 1991].","Extracting word correspondences [Gale and Church, 1991a].","Finding bilingual collocations [Smadja, 1992].",http://www.aclweb.org/anthology/P/P93/P93-1003.pdf
"Smadja, 1992]",P93-1003,"Extracting word correspondences [Gale and Church, 1991a].","Finding bilingual collocations [Smadja, 1992].","Estimating parameters for statistically-based machine translation [Brown et al., 1992].",http://www.aclweb.org/anthology/P/P93/P93-1003.pdf
"Brown et al., 1992]",P93-1003,"Finding bilingual collocations [Smadja, 1992].","Estimating parameters for statistically-based machine translation [Brown et al., 1992].","The work described here makes use of the aligned Canadian Hansards [Gale and Church, 1991b] to obtain noun phrase correspondences between the English and French text.",http://www.aclweb.org/anthology/P/P93/P93-1003.pdf
"Gale and Church, 1991b]",P93-1003,"Estimating parameters for statistically-based machine translation [Brown et al., 1992].","The work described here makes use of the aligned Canadian Hansards [Gale and Church, 1991b] to obtain noun phrase correspondences between the English and French text.","The term ""correspondence"" is used here to signify a mapping between words in two aligned sentences.",http://www.aclweb.org/anthology/P/P93/P93-1003.pdf
"Gale and Church, 1991a]",P93-1003,A word sequence in Ei is defined here as the correspondence of another sequence in Fi if the words of one sequence are considered to represent the words in the other.,"Single word correspondences have been investigated [Gale and Church, 1991a] using a statistic operating on contingency tables.","An algorithm for producing collocational correspondences has also been described [Smadja, 1992].",http://www.aclweb.org/anthology/P/P93/P93-1003.pdf
"Smadja, 1992]",P93-1003,"Single word correspondences have been investigated [Gale and Church, 1991a] using a statistic operating on contingency tables.","An algorithm for producing collocational correspondences has also been described [Smadja, 1992].",The algorithm involves several steps.,http://www.aclweb.org/anthology/P/P93/P93-1003.pdf
"Kupiec, 1992",P93-1003,"Each tagger contains a hidden Markov model (HMM), which is trained using samples of raw text from the Hansards for each language.","The taggers are robust and operate with a low error rate [Kupiec, 19921.",Simple noun phrases (excluding pronouns and digits) are then extracted from the sentences by finite-state recognizers that are specified by regular expressions defined in terms of part-ofspeech categories.,http://www.aclweb.org/anthology/P/P93/P93-1003.pdf
"Dempster et al., 1977]",P93-1003,An arbitrarily large corpus can be accommodated by segmenting it appropriately.,"The algorithm described here is an instance of a general approach to statistical estimation, represented by the EM algorithm [Dempster et al., 1977].","In contrast to reservations that have been expressed [Gale and Church, 1991a] about using the EM algorithm to provide word correspondences, there have been no indications that prohibitive amounts of memory might be required, or that the approach lacks robustness.",http://www.aclweb.org/anthology/P/P93/P93-1003.pdf
"Gale and Church, 1991a]",P93-1003,"The algorithm described here is an instance of a general approach to statistical estimation, represented by the EM algorithm [Dempster et al., 1977].","In contrast to reservations that have been expressed [Gale and Church, 1991a] about using the EM algorithm to provide word correspondences, there have been no indications that prohibitive amounts of memory might be required, or that the approach lacks robustness.","Unlike the other methods that have been mentioned, the approach has the capability to accommodate more context to improve performance.",http://www.aclweb.org/anthology/P/P93/P93-1003.pdf
"Cutting et al., 1992]",P93-1003,"This situation is very similar to that involved in training HMM text taggers, where joint probabilities are computed that a particular word corresponds to a particular part-ofspeech, and the rest of the words in the sentence are also generated (e.g.","[Cutting et al., 1992]).",CONCLUSION,http://www.aclweb.org/anthology/P/P93/P93-1003.pdf
(2004),W10-2912,"Computational models present an opportunity to test the potentially innate constraints, structures, and algorithms that a child may be using to guide her acquisition.",In this work we develop a segmentation model from the constraints suggested by Yang (2004) and evaluate it in idealized conditions and conditions that better approximate the environment of a child learner.,We seek to determine how these limitations in the learner's input and memory affect the learner's performance and to demonstrate that the presented learner is robust even under non-ideal conditions.,http://www.aclweb.org/anthology/W/W10/W10-2912.pdf
"(Goldwater et al., 2009",W10-2912,2 Related Work,"Most recent work in word segmentation of childdirected speech has operated within statistical optimization frameworks, particularly Bayesian approaches (Goldwater et al., 2009; Johnson and Goldwater, 2009).",These models have established the state-of-the-art for the task of selecting appropriate word boundaries from a stream of unstructured phonemes.,http://www.aclweb.org/anthology/W/W10/W10-2912.pdf
"Johnson and Goldwater, 2009)",W10-2912,2 Related Work,"Most recent work in word segmentation of childdirected speech has operated within statistical optimization frameworks, particularly Bayesian approaches (Goldwater et al., 2009; Johnson and Goldwater, 2009).",These models have established the state-of-the-art for the task of selecting appropriate word boundaries from a stream of unstructured phonemes.,http://www.aclweb.org/anthology/W/W10/W10-2912.pdf
"(Brown, 1973)",W10-2912,Trying to find cognitive insight from these types of models is difficult because of the inherent mismatch in the quality and types of hypotheses they maintain during learning.,"Children are incremental learners (Brown, 1973), and learners relying on statistical optimization are generally not.","A child's competence grows gradually as she hears and produces more and more utterances, going through predictable changes to her working grammar (Marcus et al., 1992) that statistical optimization techniques typically do not go through and do not intend to replicate.",http://www.aclweb.org/anthology/W/W10/W10-2912.pdf
"(Marcus et al., 1992)",W10-2912,"Children are incremental learners (Brown, 1973), and learners relying on statistical optimization are generally not.","A child's competence grows gradually as she hears and produces more and more utterances, going through predictable changes to her working grammar (Marcus et al., 1992) that statistical optimization techniques typically do not go through and do not intend to replicate.","Statistical models provide excellent information about the features, distributional cues, and priors that can be used in learning, but provide little information about how a child learner can use this information and how her knowledge of language develops as the learning process evolves.",http://www.aclweb.org/anthology/W/W10/W10-2912.pdf
"(Yang, 2004)",W10-2912,"Statistical models provide excellent information about the features, distributional cues, and priors that can be used in learning, but provide little information about how a child learner can use this information and how her knowledge of language develops as the learning process evolves.","Previous simulations in word segmentation using the same type of distributional information as many statistical optimization-based learners but without an optimization model suggest that statistics alone are not sufficient for learning to succeed in a computationally efficient online manner; further constraints on the search space are needed (Yang, 2004).",Previous computational models have demanded tremendous memory and computational capacity from human learners.,http://www.aclweb.org/anthology/W/W10/W10-2912.pdf
(1996),W10-2912,"Proceedings of the Fourteenth Conference on Computational Natural Language Learning, pages 88-97, Uppsala, Sweden, 15-16 July 2010. c2010 Association for Computational Linguistics","of Brent & Cartwright (1996) produces a set of possible lexicons that describe the learning corpus, each of which is evaluated as the learner iterates until no further improvement is possible.",It is unlikely that an algorithm of this type is something a human learner is capable of using given the requirement to remember at the very least a long history of recent utterances encountered and constantly reanalyze them to find a optimal segmentation.,http://www.aclweb.org/anthology/W/W10/W10-2912.pdf
(1999),W10-2912,"On the other hand, previous computational models often underestimate the human learner's knowledge of linguistic representations.","Most of these models are ""synthetic"" in the sense of Brent (1999): the raw material for segmentation is a stream of segments, which are then successively grouped into larger units and eventually, conjectured words.","This assumption may make the child learner's job unnecessarily hard; since syllables are hierarchical structures consisting of segments, treating the linguistic data as unstructured segment sequences makes the problem harder than it actually is.",http://www.aclweb.org/anthology/W/W10/W10-2912.pdf
"(Johnson and Goldwater, 2009)",W10-2912,"Modeling the corpus using hierarchical grammars that can model the input at varying levels (word collocations, words, syllables, onsets, etc.)","provide the learner the most flexibility, allowing the learner to build structure from the individual phonemes and apply distributions at each level of abstraction (Johnson and Goldwater, 2009).","While this results in state-of-the-art performance for segmentation performed at the phoneme level, this approach requires significant computational resources as each additional level of representation increases the complexity of learning.",http://www.aclweb.org/anthology/W/W10/W10-2912.pdf
"(Saffran et al., 1996a",W10-2912,"In addition, it is not clear that some of the intermediate levels in such an approach, such as word level collocations which are not syntactic constituents, would have any linguistic or psychological reality to a human learner.","A number of psychologically-motivated models of word segmentation rely on the use of syllabic transitional probabilities (TPs), basing the use of TPs on experimental work in artificial language learning (Saffran et al., 1996a; Saffran et al., 1996b) and in corpus studies (Swingley, 2005).","The identification of the syllable as the basic unit of segmentation is supported research in experimental psychology using infants as young as 4days-old (Bijeljac-Babic et al., 1993), but when syllable transitional probabilities are evaluated in online learning procedures that only use local information (Yang, 2004), the results are surprisingly poor, even under the assumption that the learner has already syllabified the input perfectly.",http://www.aclweb.org/anthology/W/W10/W10-2912.pdf
"Saffran et al., 1996b)",W10-2912,"In addition, it is not clear that some of the intermediate levels in such an approach, such as word level collocations which are not syntactic constituents, would have any linguistic or psychological reality to a human learner.","A number of psychologically-motivated models of word segmentation rely on the use of syllabic transitional probabilities (TPs), basing the use of TPs on experimental work in artificial language learning (Saffran et al., 1996a; Saffran et al., 1996b) and in corpus studies (Swingley, 2005).","The identification of the syllable as the basic unit of segmentation is supported research in experimental psychology using infants as young as 4days-old (Bijeljac-Babic et al., 1993), but when syllable transitional probabilities are evaluated in online learning procedures that only use local information (Yang, 2004), the results are surprisingly poor, even under the assumption that the learner has already syllabified the input perfectly.",http://www.aclweb.org/anthology/W/W10/W10-2912.pdf
"(Swingley, 2005)",W10-2912,"In addition, it is not clear that some of the intermediate levels in such an approach, such as word level collocations which are not syntactic constituents, would have any linguistic or psychological reality to a human learner.","A number of psychologically-motivated models of word segmentation rely on the use of syllabic transitional probabilities (TPs), basing the use of TPs on experimental work in artificial language learning (Saffran et al., 1996a; Saffran et al., 1996b) and in corpus studies (Swingley, 2005).","The identification of the syllable as the basic unit of segmentation is supported research in experimental psychology using infants as young as 4days-old (Bijeljac-Babic et al., 1993), but when syllable transitional probabilities are evaluated in online learning procedures that only use local information (Yang, 2004), the results are surprisingly poor, even under the assumption that the learner has already syllabified the input perfectly.",http://www.aclweb.org/anthology/W/W10/W10-2912.pdf
"(Bijeljac-Babic et al., 1993)",W10-2912,"A number of psychologically-motivated models of word segmentation rely on the use of syllabic transitional probabilities (TPs), basing the use of TPs on experimental work in artificial language learning (Saffran et al., 1996a; Saffran et al., 1996b) and in corpus studies (Swingley, 2005).","The identification of the syllable as the basic unit of segmentation is supported research in experimental psychology using infants as young as 4days-old (Bijeljac-Babic et al., 1993), but when syllable transitional probabilities are evaluated in online learning procedures that only use local information (Yang, 2004), the results are surprisingly poor, even under the assumption that the learner has already syllabified the input perfectly.","Precision is 41.6%, and recall is 23.3%, which we will show is worse than a simple baseline of assuming every syllable is a word.",http://www.aclweb.org/anthology/W/W10/W10-2912.pdf
"(Yang, 2004)",W10-2912,"A number of psychologically-motivated models of word segmentation rely on the use of syllabic transitional probabilities (TPs), basing the use of TPs on experimental work in artificial language learning (Saffran et al., 1996a; Saffran et al., 1996b) and in corpus studies (Swingley, 2005).","The identification of the syllable as the basic unit of segmentation is supported research in experimental psychology using infants as young as 4days-old (Bijeljac-Babic et al., 1993), but when syllable transitional probabilities are evaluated in online learning procedures that only use local information (Yang, 2004), the results are surprisingly poor, even under the assumption that the learner has already syllabified the input perfectly.","Precision is 41.6%, and recall is 23.3%, which we will show is worse than a simple baseline of assuming every syllable is a word.",http://www.aclweb.org/anthology/W/W10/W10-2912.pdf
"(Yang, 2004)",W10-2912,"While the pseudo-words used in infant studies measuring the ability to use transitional probability information are uniformly three-syllables long, much of child-directed English consists of sequences of monosyllabic words.","Corpus statistics reveal that on average a monosyllabic word is followed by another monosyllabic word 85% of time (Yang, 2004), and thus learners that use only local transitional probabilities without any global optimization are unlikely to succeed.","This problem does not affect online approaches that use global information, such as computing the maximum likelihood of the corpus incrementally (Venkataraman, 2001).",http://www.aclweb.org/anthology/W/W10/W10-2912.pdf
"(Venkataraman, 2001)",W10-2912,"Corpus statistics reveal that on average a monosyllabic word is followed by another monosyllabic word 85% of time (Yang, 2004), and thus learners that use only local transitional probabilities without any global optimization are unlikely to succeed.","This problem does not affect online approaches that use global information, such as computing the maximum likelihood of the corpus incrementally (Venkataraman, 2001).","Since these approaches do not require each boundary be a local minimum, they are able to correctly handle a sequence of monosyllable words.",http://www.aclweb.org/anthology/W/W10/W10-2912.pdf
"(Gold, 1967",W10-2912,3 Constraining the Learning Space,"Modern machine learning research (Gold, 1967; Valiant, 1984; Vapnik, 2000) suggests that constraints on the learning space and the learning algorithm are essential for realistically efficient learning.","If a domain-neutral learning model fails on a specific task where children succeed, it is likely that children are equipped with knowledge and constraints specific to the task at hand.",http://www.aclweb.org/anthology/W/W10/W10-2912.pdf
"Valiant, 1984",W10-2912,3 Constraining the Learning Space,"Modern machine learning research (Gold, 1967; Valiant, 1984; Vapnik, 2000) suggests that constraints on the learning space and the learning algorithm are essential for realistically efficient learning.","If a domain-neutral learning model fails on a specific task where children succeed, it is likely that children are equipped with knowledge and constraints specific to the task at hand.",http://www.aclweb.org/anthology/W/W10/W10-2912.pdf
"Vapnik, 2000)",W10-2912,3 Constraining the Learning Space,"Modern machine learning research (Gold, 1967; Valiant, 1984; Vapnik, 2000) suggests that constraints on the learning space and the learning algorithm are essential for realistically efficient learning.","If a domain-neutral learning model fails on a specific task where children succeed, it is likely that children are equipped with knowledge and constraints specific to the task at hand.",http://www.aclweb.org/anthology/W/W10/W10-2912.pdf
(2004),W10-2912,"It is important to identify such constraints to see to what extent they complement, or even replace, domain neutral learning mechanisms.","A particularly useful constraint for word segmentation, introduced to the problem of word segmentation by Yang (2004) but previously discussed by Halle and Vergnaud (1987), is as follows: Unique Stress Constraint (USC): A word can bear at most one primary stress.",A simple example of how adult learners might use the USC is upon hearing novel names or words.,http://www.aclweb.org/anthology/W/W10/W10-2912.pdf
(1987),W10-2912,"It is important to identify such constraints to see to what extent they complement, or even replace, domain neutral learning mechanisms.","A particularly useful constraint for word segmentation, introduced to the problem of word segmentation by Yang (2004) but previously discussed by Halle and Vergnaud (1987), is as follows: Unique Stress Constraint (USC): A word can bear at most one primary stress.",A simple example of how adult learners might use the USC is upon hearing novel names or words.,http://www.aclweb.org/anthology/W/W10/W10-2912.pdf
(2004),W10-2912,"Moreover, it also knows that in the window between S1 and S2 there must be one or more word boundaries.",Yang (2004) evaluates the effectiveness of the USC in conjunction with a simple approach to using transitional probabilities.,The performance of the approach presented there improves dramatically if the learner is equipped with the assumption that each word can have only one primary stress.,http://www.aclweb.org/anthology/W/W10/W10-2912.pdf
"(Jusczyk, 1999)",W10-2912,"If the learner knows this, then it may limit the search for local minima to only the window between two syllables that both bear primary stress, e.g., between the two a's in the sequence languageacquisition.","This assumption is plausible given that 7.5-month-old infants are sensitive to strong/weak prosodic distinctions (Jusczyk, 1999).","Yang's stress-delimited algorithm achieves the precision of 73.5% and recall of 71.2%, a significant improvement over using TPs alone, but still below the baseline presented in our results.",http://www.aclweb.org/anthology/W/W10/W10-2912.pdf
"(Liberman and Prince, 1977)",W10-2912,"It should be noted that the classification of every syllable as ""weak"" or ""strong"" is a significant simplification.","Stress is better organized into hierarchical patterns constructed on top of syllables that vary in relative prominence based on the domain of each level of the hierarchy, and generally languages avoid adjacent strong syllables (Liberman and Prince, 1977).",We later discuss a manipulation of the corpus used by Yang (2004) to address this concern.,http://www.aclweb.org/anthology/W/W10/W10-2912.pdf
(2004),W10-2912,"Stress is better organized into hierarchical patterns constructed on top of syllables that vary in relative prominence based on the domain of each level of the hierarchy, and generally languages avoid adjacent strong syllables (Liberman and Prince, 1977).",We later discuss a manipulation of the corpus used by Yang (2004) to address this concern.,"Additionally, there are significant challenges in reconstructing stress from an acoustic signal (Van Kuijk and Boves, 1999).",http://www.aclweb.org/anthology/W/W10/W10-2912.pdf
"(Van Kuijk and Boves, 1999)",W10-2912,We later discuss a manipulation of the corpus used by Yang (2004) to address this concern.,"Additionally, there are significant challenges in reconstructing stress from an acoustic signal (Van Kuijk and Boves, 1999).","For a child learner to use the algorithm presented here, she would need to have mechanisms for detecting stress in the speech signal and categorizing the gradient stress in utterances into a discrete level for each syllable.",http://www.aclweb.org/anthology/W/W10/W10-2912.pdf
"(Jusczyk et al., 1999)",W10-2912,90,"formation to detect word boundaries (Jusczyk et al., 1999), we believe that it is reasonable to assume that identifying syllabic stress is a task an infant learner can perform at the developmental stage of word segmentation.",4 A Simple Algorithm for Word Segmentation,http://www.aclweb.org/anthology/W/W10/W10-2912.pdf
(2004),W10-2912,4 A Simple Algorithm for Word Segmentation,We now present a simple algebraic approach to word segmentation based on the constraints suggested by Yang (2004).,The learner we present is algebraic in that it has a lexicon which stores previously segmented words and identifies the input as a combination of words already in the lexicon and novel words.,http://www.aclweb.org/anthology/W/W10/W10-2912.pdf
"(Anderson et al., 1998",W10-2912,"pr(word) is the probability of a word being retrieved,  is a constant, and c(word) is the number of times the word has been identified in segmentations thus far.","This type of memory function is a simplified representation of models of humans' memory recall capabilities (Anderson et al., 1998; Gillund and Shiffrin, 1984).","This memory function for the value of  = 0.05, the value used in our experiments, is given in Figure 1.",http://www.aclweb.org/anthology/W/W10/W10-2912.pdf
"Gillund and Shiffrin, 1984)",W10-2912,"pr(word) is the probability of a word being retrieved,  is a constant, and c(word) is the number of times the word has been identified in segmentations thus far.","This type of memory function is a simplified representation of models of humans' memory recall capabilities (Anderson et al., 1998; Gillund and Shiffrin, 1984).","This memory function for the value of  = 0.05, the value used in our experiments, is given in Figure 1.",http://www.aclweb.org/anthology/W/W10/W10-2912.pdf
"(Goldwater et al., 2006)",W10-2912,"Probabilistic word recall results in a ""rich get richer"" phenomenon as the learner segments; words that are used more often in segmentations are more likely to be reused in later segmentations.","While recent work from Bayesian approaches has used a Dirichlet Process to generate these distributions (Goldwater et al., 2006), in this learner the reuse of frequent items in learning is a result of the memory model rather than an explicit process of reusing old outcomes or generating new ones.",This growth is an inherent property of the cognitive model of memory used here rather than an externally imposed computational technique.,http://www.aclweb.org/anthology/W/W10/W10-2912.pdf
(2004),W10-2912,Our computational model is designed to process child-directed speech.,The corpus we use to evaluate it is the same corpus used by Yang (2004).,"Adult utterances were extracted from the Brown (1973) data in the CHILDES corpus (MacWhinney, 2000), consisting of three children's data: Adam, Eve, and Sarah.",http://www.aclweb.org/anthology/W/W10/W10-2912.pdf
(1973),W10-2912,The corpus we use to evaluate it is the same corpus used by Yang (2004).,"Adult utterances were extracted from the Brown (1973) data in the CHILDES corpus (MacWhinney, 2000), consisting of three children's data: Adam, Eve, and Sarah.","We obtained the phonetic transcriptions of words from the Carnegie Mellon Pronouncing Dictionary (CMUdict) Version 0.6 (Weide, 1998), using the first pronunciation of each word.",http://www.aclweb.org/anthology/W/W10/W10-2912.pdf
"(MacWhinney, 2000)",W10-2912,The corpus we use to evaluate it is the same corpus used by Yang (2004).,"Adult utterances were extracted from the Brown (1973) data in the CHILDES corpus (MacWhinney, 2000), consisting of three children's data: Adam, Eve, and Sarah.","We obtained the phonetic transcriptions of words from the Carnegie Mellon Pronouncing Dictionary (CMUdict) Version 0.6 (Weide, 1998), using the first pronunciation of each word.",http://www.aclweb.org/anthology/W/W10/W10-2912.pdf
"(Weide, 1998)",W10-2912,"Adult utterances were extracted from the Brown (1973) data in the CHILDES corpus (MacWhinney, 2000), consisting of three children's data: Adam, Eve, and Sarah.","We obtained the phonetic transcriptions of words from the Carnegie Mellon Pronouncing Dictionary (CMUdict) Version 0.6 (Weide, 1998), using the first pronunciation of each word.","In CMUdict, lexical stress information is preserved by numbers: 0 for unstressed, 1 for primary stress, 2 for secondary stress.",http://www.aclweb.org/anthology/W/W10/W10-2912.pdf
"(Mattys and Jusczyk, 2001)",W10-2912,"While we performed syllabification as a preprocessing step outside of learning, a child learner would presumably learn the required phonotactics as a part of learning to segment words.","9month old infants are believed to have learned some phonotactic constraints of their native language (Mattys and Jusczyk, 2001), and learning these constraints can be done with only minimal exposure (Onishi et al., 2002).","Finally, spaces and punctuation between words were removed, but the boundaries between utterances-as indicated by line breaks in CHILDES-are retained.",http://www.aclweb.org/anthology/W/W10/W10-2912.pdf
"(Onishi et al., 2002)",W10-2912,"While we performed syllabification as a preprocessing step outside of learning, a child learner would presumably learn the required phonotactics as a part of learning to segment words.","9month old infants are believed to have learned some phonotactic constraints of their native language (Mattys and Jusczyk, 2001), and learning these constraints can be done with only minimal exposure (Onishi et al., 2002).","Finally, spaces and punctuation between words were removed, but the boundaries between utterances-as indicated by line breaks in CHILDES-are retained.",http://www.aclweb.org/anthology/W/W10/W10-2912.pdf
"(Elman, 1993)",W10-2912,But this slower learning is unlikely to be a concern for a child learner who would be exposed to much larger amounts of data than the corpora here provide.,"Cognitive literature suggests that limited memory during learning may be essential to a learner in its early stages (Elman, 1993).","But we do not see any notable improvement as a result of the probabilistic memory model used in our experiments, although the learner does do better in the Reduced Stress condition with Probabilistic Memory than Perfect Memory.",http://www.aclweb.org/anthology/W/W10/W10-2912.pdf
"(Jiao et al., 2006)",D15-1142,"However, the reliability of CWS that can be achieved using machine learning techniques relies heavily on the availability of a large amount of high-quality, manually segmented data.","Because hand-labeling individual words and word boundaries is very difficult (Jiao et al., 2006), producing segmented Chinese texts is very time-consuming and expensive.","Although a number of manually segmented datasets have been constructed by various organizations, it is not feasible to combine them into a single complete dataset because of their incompatibility due to the use of various segmenting standards.",http://www.aclweb.org/anthology/D/D15/D15-1142.pdf
"(Jiao et al., 2006)",D15-1142,"To address the scarcity of manually segmented corpora, a number of semi-supervised CWS approaches have been intensively investigated in recent years.","These approaches attempt to either learn the predicted label distribution (Jiao et al., 2006) or extract mutual information ((Liang et al., 2005); (Sun and Xu, 2011); (Zeng et al., 2013a)) from large-scale monolingual unlabeled data to update the baseline model (from manually segmented corpora).","In addition to these techniques, several co-training approaches (Zeng et al., 2013b) using character-based and word-based models have also been employed.",http://www.aclweb.org/anthology/D/D15/D15-1142.pdf
"(Liang et al., 2005)",D15-1142,"To address the scarcity of manually segmented corpora, a number of semi-supervised CWS approaches have been intensively investigated in recent years.","These approaches attempt to either learn the predicted label distribution (Jiao et al., 2006) or extract mutual information ((Liang et al., 2005); (Sun and Xu, 2011); (Zeng et al., 2013a)) from large-scale monolingual unlabeled data to update the baseline model (from manually segmented corpora).","In addition to these techniques, several co-training approaches (Zeng et al., 2013b) using character-based and word-based models have also been employed.",http://www.aclweb.org/anthology/D/D15/D15-1142.pdf
"(Sun and Xu, 2011)",D15-1142,"To address the scarcity of manually segmented corpora, a number of semi-supervised CWS approaches have been intensively investigated in recent years.","These approaches attempt to either learn the predicted label distribution (Jiao et al., 2006) or extract mutual information ((Liang et al., 2005); (Sun and Xu, 2011); (Zeng et al., 2013a)) from large-scale monolingual unlabeled data to update the baseline model (from manually segmented corpora).","In addition to these techniques, several co-training approaches (Zeng et al., 2013b) using character-based and word-based models have also been employed.",http://www.aclweb.org/anthology/D/D15/D15-1142.pdf
"(Zeng et al., 2013a)",D15-1142,"To address the scarcity of manually segmented corpora, a number of semi-supervised CWS approaches have been intensively investigated in recent years.","These approaches attempt to either learn the predicted label distribution (Jiao et al., 2006) or extract mutual information ((Liang et al., 2005); (Sun and Xu, 2011); (Zeng et al., 2013a)) from large-scale monolingual unlabeled data to update the baseline model (from manually segmented corpora).","In addition to these techniques, several co-training approaches (Zeng et al., 2013b) using character-based and word-based models have also been employed.",http://www.aclweb.org/anthology/D/D15/D15-1142.pdf
"(Zeng et al., 2013b)",D15-1142,"These approaches attempt to either learn the predicted label distribution (Jiao et al., 2006) or extract mutual information ((Liang et al., 2005); (Sun and Xu, 2011); (Zeng et al., 2013a)) from large-scale monolingual unlabeled data to update the baseline model (from manually segmented corpora).","In addition to these techniques, several co-training approaches (Zeng et al., 2013b) using character-based and word-based models have also been employed.","However, because monolingual unlabeled data contain limited natural segmenting information, in most semisupervised methods, the objective function tends to be optimized based on the personal experience and knowledge of the researchers.",http://www.aclweb.org/anthology/D/D15/D15-1142.pdf
"(Xu et al., 2008)",D15-1142,"Figure 2: The structure of cascaded log-linear model with multilevel features vised CWS model, which was trained on a standard manually segmented corpus.","In fact, several semi-supervised CWS methods have previously been proposed that leverage bilingual unlabeled data ((Xu et al., 2008); (Chang et al., 2008); (Ma and Way, 2009);(Chung et al., 2009); (Xi et al., 2012)).","However, most were developed for statistical machine translation (SMT), causing them to focus on decreasing the perplexity of the bilingual data and the word alignment process rather than on achieving more accurate segmentation.",http://www.aclweb.org/anthology/D/D15/D15-1142.pdf
"(Chang et al., 2008)",D15-1142,"Figure 2: The structure of cascaded log-linear model with multilevel features vised CWS model, which was trained on a standard manually segmented corpus.","In fact, several semi-supervised CWS methods have previously been proposed that leverage bilingual unlabeled data ((Xu et al., 2008); (Chang et al., 2008); (Ma and Way, 2009);(Chung et al., 2009); (Xi et al., 2012)).","However, most were developed for statistical machine translation (SMT), causing them to focus on decreasing the perplexity of the bilingual data and the word alignment process rather than on achieving more accurate segmentation.",http://www.aclweb.org/anthology/D/D15/D15-1142.pdf
"(Ma and Way, 2009)",D15-1142,"Figure 2: The structure of cascaded log-linear model with multilevel features vised CWS model, which was trained on a standard manually segmented corpus.","In fact, several semi-supervised CWS methods have previously been proposed that leverage bilingual unlabeled data ((Xu et al., 2008); (Chang et al., 2008); (Ma and Way, 2009);(Chung et al., 2009); (Xi et al., 2012)).","However, most were developed for statistical machine translation (SMT), causing them to focus on decreasing the perplexity of the bilingual data and the word alignment process rather than on achieving more accurate segmentation.",http://www.aclweb.org/anthology/D/D15/D15-1142.pdf
"(Chung et al., 2009)",D15-1142,"Figure 2: The structure of cascaded log-linear model with multilevel features vised CWS model, which was trained on a standard manually segmented corpus.","In fact, several semi-supervised CWS methods have previously been proposed that leverage bilingual unlabeled data ((Xu et al., 2008); (Chang et al., 2008); (Ma and Way, 2009);(Chung et al., 2009); (Xi et al., 2012)).","However, most were developed for statistical machine translation (SMT), causing them to focus on decreasing the perplexity of the bilingual data and the word alignment process rather than on achieving more accurate segmentation.",http://www.aclweb.org/anthology/D/D15/D15-1142.pdf
"(Xi et al., 2012)",D15-1142,"Figure 2: The structure of cascaded log-linear model with multilevel features vised CWS model, which was trained on a standard manually segmented corpus.","In fact, several semi-supervised CWS methods have previously been proposed that leverage bilingual unlabeled data ((Xu et al., 2008); (Chang et al., 2008); (Ma and Way, 2009);(Chung et al., 2009); (Xi et al., 2012)).","However, most were developed for statistical machine translation (SMT), causing them to focus on decreasing the perplexity of the bilingual data and the word alignment process rather than on achieving more accurate segmentation.",http://www.aclweb.org/anthology/D/D15/D15-1142.pdf
