marker,article,previous,current,next,link
(2008),W15-2610,POS tags are then propagated through the graph from labelled to unlabelled data.,"Although similarity in these cases is commonly being assessed between token sequences, as opposed to word types, the features used are similar to the ngram templates used here and the bigram distributions used by Koo et al (2008).",A major difference in our approach is that it does not require retraining the parser or constructing a full model on the unlabelled data.,http://www.aclweb.org/anthology/W/W15/W15-2610.pdf
"(De La Clergerie et al., 2009)",W13-0302,"In this section, we address the issue of defining the boundaries of E_M segments, using a syntactic parser.","We use a large-coverage syntactic parser for French, FRMG (FRench MetaGrammar) (De La Clergerie et al., 2009).",The main syntactic contexts in which semantic clues can occur are as follows:,http://www.aclweb.org/anthology/W/W13/W13-0302.pdf
"(Pustejovsky et al., 2002c)",W02-0312,"'protein', rather than 'Amino Acid, Peptid, or Protein).","This has motivated the development of semantic re-rendering algorithms, designed to enrich the ontological specificity of a domain-specific semantic tag set, based on inductive techniques described in (Pustejovsky et al., 2002c).",3.4 Rerendering Semantic Ontologies,http://www.aclweb.org/anthology/W/W02/W02-0312.pdf
"(Toutanova et al., 2005)",W05-0623,The model is trained to re-rank a set of N likely labelings according to the local model.,"We find the exact top N consistent' most likely local model labelings using a simple dynamic program described in (Toutanova et al., 2005).",'A labeling is consistent if satisfies the constraint that argument phrases do not overlap.,http://www.aclweb.org/anthology/W/W05/W05-0623.pdf
"(Toutanova et al., 2005)",W05-0623,"The percentage of perfectly labeled propositions for the three sets is 55.11% (development), 56.52% (test), and 37.06% (Brown test).","The improvement achieved by the joint model relative to the local model is about 2 points absolute in F-Measure, similar to the improvement when gold-standard syntactic parses are used (Toutanova et al., 2005).","The relative error reduction is much lower for automatic parses, possibly due to a lower upper bound on performance.",http://www.aclweb.org/anthology/W/W05/W05-0623.pdf
"(Toutanova et al., 2005)",W05-0623,Figure 2: An example tree with semantic role annotations.,"Most of the features we use are described in more detail in (Toutanova et al., 2005).",Here we briefly describe these features and introduce several new joint features (denoted by *).,http://www.aclweb.org/anthology/W/W05/W05-0623.pdf
"(Collins, 2000)",W05-0623,"Since the space of possible joint labelings is exponential in the number of parse tree nodes, a model cannot exhaustively consider these labelings unless it makes strong independence assumptions.","To overcome this problem, we adopt a discriminative re-ranking approach reminiscent of (Collins, 2000).","We use a local model, which labels arguments independently, to generate a smaller number of likely joint labelings.",http://www.aclweb.org/anthology/W/W05/W05-0623.pdf
"(McDonald, 2006)",D15-1154,"However, most graph-based dependency parsing algorithms only produce unlabeled dependency trees, particularly when higher-order factorizations are used (Koo and Collins, 2010; Ma and Zhao, 2012b; Martins et al., 2013; Ma and Zhao, 2012a).","A two-stage method (McDonald, 2006) is often used because the complexity of some joint learning models is unacceptably high.","On the other hand, joint learning models can benefit from edge-label information that has proven to be important to provide more accurate tree structures and labels (Nivre and Scholz, 2004).",http://www.aclweb.org/anthology/D/D15/D15-1154.pdf
"(Nivre and Scholz, 2004)",D15-1154,"A two-stage method (McDonald, 2006) is often used because the complexity of some joint learning models is unacceptably high.","On the other hand, joint learning models can benefit from edge-label information that has proven to be important to provide more accurate tree structures and labels (Nivre and Scholz, 2004).",Previous studies explored the trade-off between computational costs and parsing performance.,http://www.aclweb.org/anthology/D/D15/D15-1154.pdf
(2006),D15-1154,different languages.,The system of McDonald et al (2006) achieved the best average parsing performance over 13 languages (excluding English) in CoNLL-2006 shared tasks.,"Its average UAS and LAS are 87.03% and 80.83%, respectively, while our average UAS and LAS excluding English are 87.79% and 81.29%.",http://www.aclweb.org/anthology/D/D15/D15-1154.pdf
"(Eisner, 1996",D15-1154,Here y(x) denotes the set of possible dependency trees for sentence x.,"In this paper, we adopt the second-order sibling factorization (Eisner, 1996; McDonald and",1322,http://www.aclweb.org/anthology/D/D15/D15-1154.pdf
"(Lee, 2001",W15-2518,"Second, the commonly used notion of a domain neglects the fact that topic and genre are two distinct properties of text (Stein and Meyer Zu Eissen, 2006).","While this distinction has long been acknowledged in text classification literature (Lee, 2001; Dewdney et al., 2001; Lee and Myaeng, 2002), most work on domain adaptation in SMT uses in-domain and out-of-domain data that differs on both the topic and the genre level (e.g., Europarl political proceedings (Koehn, 2005) versus EMEA medical text (Tiedemann, 2009)), making it unclear whether the proposed solutions address topic or genre differences.","In this work, we follow text classification literature for definitions of the concepts topic and genre.",http://www.aclweb.org/anthology/W/W15/W15-2518.pdf
"(Foster and Kuhn, 2007)",W15-2518,"Most existing domain adaptation approaches can be grouped into two categories, depending on where in the SMT pipeline they adapt the system.","First, mixture modeling approaches learn models from different subcorpora and interpolate these linearly (Foster and Kuhn, 2007) or log-linearly (Koehn and Schroeder, 2007).","Sennrich (2012) enhances the approach by interpolating up to ten models, and Bertoldi and Federico (2009) use in-domain monolingual data to automatically generate in-domain bilingual data.",http://www.aclweb.org/anthology/W/W15/W15-2518.pdf
"(Moore and Lewis, 2010",W15-2518,"Second, instance weighting methods prioritize training instances that are most relevant to the test data, by assigning weights to sentence pairs (Matsoukas et al., 2009) or phrase pairs (Foster et al., 2010; Chen et al., 2013).","In the most extreme case, weights are binary and training instances are either selected or discarded (Moore and Lewis, 2010; Axelrod et al., 2011).","In most previous work, domains are typically hard-labeled concepts that correspond to provenance or particular topic-genre combinations.",http://www.aclweb.org/anthology/W/W15/W15-2518.pdf
"(Eidelman et al., 2012",W15-2518,"In most previous work, domains are typically hard-labeled concepts that correspond to provenance or particular topic-genre combinations.","In recent years, some work has explicitly addressed topic adaptation for SMT (Eidelman et al., 2012; Hewavitharana et al., 2013; Hasler et al., 2014a; Hasler et al., 2014b) using latent Dirichlet allocation (Blei et al., 2003).","Surprisingly, genre (or style) adaptation has only been addressed to a limited extent (Bisazza and Federico, 2012; Wang et al., 2012), with methods requiring the availability of clearly separable in-domain and out-of-domain training corpora.",http://www.aclweb.org/anthology/W/W15/W15-2518.pdf
(1997),W15-2518,"Karlgren and Cutting (1994) were among the first to use simple document statistics, such as common word frequencies, first-person pronoun count, and average sentence length.","Kessler et al (1997) categorize four types of genre-revealing cues: structural cues (e.g., part-of-speech (POS) tag counts), lexical cues (specific words), character-level cues (e.g., punctuation marks), and derivative cues (ratios and variation measures based on other types of cues).","Dewdney et al (2001) compare a large number of document features and show that these outperform bag-of-words approaches, which are traditionally used in topic-based text classifica",http://www.aclweb.org/anthology/W/W15/W15-2518.pdf
(2013),W15-2518,3 Translation model genre adaptation,"For the task of genre adaptation to the genres newswire (NW) and UG comments or weblogs, we use a flexible translation model adaptation approach based on phrase pair weighting using a vector space model (VSM) inspired by Chen et al (2013).","The reason we choose an instanceweighting method rather than a mixture modeling approach is twofold: First, mixture modeling approaches intrinsically depend on subcorpus boundaries, which resemble provenance or require manual labeling.",http://www.aclweb.org/anthology/W/W15/W15-2518.pdf
(2013),W15-2518,"The reason we choose an instanceweighting method rather than a mixture modeling approach is twofold: First, mixture modeling approaches intrinsically depend on subcorpus boundaries, which resemble provenance or require manual labeling.","Second, Irvine et al (2013) have shown that including relevant training data in a mixture modeling approach solves many coverage errors, but also introduces substantial amounts of new scoring errors.","With phrase-pair weighting we aim to optimize phrase translation selection while keeping our training data fixed, and we can thus compare the impact of several methodological variants on genre adaptation for SMT.",http://www.aclweb.org/anthology/W/W15/W15-2518.pdf
(2013),W15-2518,different subcorpora.,"Since our aim is to adapt to multiple genres in a test corpus, we follow Chen et al (2013) and manually group our training data into subcorpora that reflect various genres (see Table 3).","While this definition of the vector space can approximate genres at different levels of granularity, manual subcorpus labels are labor intensive to generate, particularly in the scenario where provenance information is not available, and may not generalize well to new translation tasks.",http://www.aclweb.org/anthology/W/W15/W15-2518.pdf
"(Petrenz and Webber, 2012)",W15-2518,"seven features are most discriminative between the genres NW and UG, and are used in the genrespecific VSM approaches.","features potentially generalize across languages (Petrenz and Webber, 2012), we compute the document-level feature values wi(d) on the source as well as the target sides of our bitext, and we examine whether both are equally suitable for translation model genre adaptation.",3.4 Genre adaptation with LDA,http://www.aclweb.org/anthology/W/W15/W15-2518.pdf
"(Blei et al., 2003)",W15-2518,3.4 Genre adaptation with LDA,"Another type of feature that does not depend on provenance information is Latent Dirichlet allocation (LDA) (Blei et al., 2003), an unsupervised word-based approach that infers a preset number of latent dimensions in a corpus and represents documents as distributions over those dimensions.","Despite its recent successes in topic adaptation for SMT, we expect such a bag-of-words approach to be insufficient to model genre accurately.",http://www.aclweb.org/anthology/W/W15/W15-2518.pdf
(2012),W15-2518,"2010), with varying numbers of latent dimensions (5, 10, 20, and 50).","Of these, LDA with 10 dimensions yields the best translation performance, which is consistent with findings in a related topic adaptation approach by Eidelman et al (2012).",The LDA features in this VSM variant are inferred from the source side of the training data.,http://www.aclweb.org/anthology/W/W15/W15-2518.pdf
(2013),W15-2518,"Table 3 lists the corpus statistics of the training data, split by manual subcorpus labels as used for the subcorpus VSM variant (see Section 3.2).","While our manually grouped subcorpora approximate those used by Chen et al (2013), exact agreement was impossible to obtain, illustrating that it is not trivial to manually generate optimal subcorpus labels.","We tokenize all Arabic data using MADA (Habash and Rambow, 2005), ATB scheme.",http://www.aclweb.org/anthology/W/W15/W15-2518.pdf
"(Noreen, 1989)",W15-2518,"Translation quality of all experiments is measured with case-insensitive BLEU (Papineni et al., 2002) using the closest-reference brevity penalty.","We use approximate randomization (Noreen, 1989) for significance testing (Riezler and Maxwell, 2005).","Statistically significant differences are marked by A and  for the p < 0.05 and the p < 0.01 level, respectively.",http://www.aclweb.org/anthology/W/W15/W15-2518.pdf
"(Koehn et al., 2007)",W15-2518,"Note that Gen&Topic contains one reference translation per sentence, while NIST has four sets of reference translations.","We perform our experiments using an inhouse phrase-based SMT system similar to Moses (Koehn et al., 2007).","All runs use lexicalized reordering, distinguishing between monotone, swap, and discontinuous reordering, with respect to the previous and next phrase (Koehn et al., 2005).",http://www.aclweb.org/anthology/W/W15/W15-2518.pdf
(2001),W10-1824,"Through the development of an annotation scheme and the use of spoken and written corpora, we aim to determine different functions of demonstratives and to examine their distributional properties.",Our corpus study adopts similar features of annotation used in Botley and McEnery (2001) and provides some linguistic hypotheses on grammatical functions of Korean demonstratives to be further explored.,1 Introduction,http://www.aclweb.org/anthology/W/W10/W10-1824.pdf
"(Chang, 1980",W10-1824,"Thus, distinct usage of ce and ku is associated with how the speaker allocates the deictic center and contextual space, i.e., the speakercentered space vs. the speaker- and the hearer- centered space.","In contrast with deictic usage, previous studies (Chang, 1980; Chang, 1984) assumed that anaphoric demonstratives show only a two-way distinction between proximal forms i and distal forms ku.","However, it is still controversial as to whether the boundaries between anaphora and deixis are clear cut.",http://www.aclweb.org/anthology/W/W10/W10-1824.pdf
(1979),W10-2109,"First, the contradictory nature of the possible meanings has been explained in terms of pragmatic factors concerning the relevant presuppositions of the sentences.","According to Wason and Reich (1979) (as explained in more detail below), sentences such as (2) are actually nonsensical, but people coerce them into a sensible reading by reversing the interpretation.",One of our goals in this work is to explore whether computational linguistic techniques-specifically automatic corpus analysis drawing on lexical resources-can help to elucidate the factors influencing interpretation of such sentences across a collection of actual usages.,http://www.aclweb.org/anthology/W/W10/W10-2109.pdf
(2008),W10-2109,"The majority judgements of these annotators are the same as those obtained from AMT on the development data, giving us confidence in the reliability of the AMT judgements.",These findings are consistent with those of Snow et al (2008) in showing that AMT judgements can be as reliable as those of expert judges.,"Finally, we remove a small number of items from the testing dataset which were difficult to paraphrase due to ellipsis of the verb participating in the target construction, or an extra negation in the verb phrase.",http://www.aclweb.org/anthology/W/W10/W10-2109.pdf
(1996),W10-2109,"Although not intended as proposing a cognitive model, the work here can be seen as connected to these lines of research, in investigating the extent to which lexical factors can be used as proxies to more ""hidden"" features that underlie the appropriate interpretation of a pragmatically complex construction.","Moreover, as in the approach of Jurafsky (1996), the phenomenon we investigate here may be best considered within a constructional analysis (e.g., Langacker, 1987), in which both the syntactic construction and the particular lexical items contribute to the determination of the meaning of a usage.","We suggest that a clause of the form No Xis too Y to Z might be the (identical) surface expression of two underlying constructions-one with the ""every"" interpretation and one with the ""no"" interpretation-which place differing constraints on the semantics of the verb.",http://www.aclweb.org/anthology/W/W10/W10-2109.pdf
"Burton et al., 2009)",W10-2109,"While we do not adopt the view of some that usages of the target construction having the ""no"" interpretation are errors, it could be the case that such usages are more frequent in less formal text.","In the future we also intend to extract usages of the target construction from datasets of less formal text, such as blogs (e.g., Burton et al., 2009).",Constructions other than No X is too Y to Z exhibit a similar ambiguity.,http://www.aclweb.org/anthology/W/W10/W10-2109.pdf
(2004),W10-2109,We are particularly interested in further exploring the hypothesis that it is the semantics of the component verb that gives rise to the meaning of the target construction.,"Recall Pullum's (2004) observation that the verb in the ""no"" interpretation involves explicitly not acting.","Using this intuition, we have informally observed that it is largely possible to (manually) predict the interpretation of the target construction knowing only the component verb.",http://www.aclweb.org/anthology/W/W10/W10-2109.pdf
(1979),W10-2109,"Note that such a constructional analysis of this phenomenon assumes that both interpretations of these sentences are linguistically valid, given the appropriate lexical instantiation.","This stands in contrast to the analysis of Wason and Reich (1979), which presumes that people are applying some higher-level reasoning to ""correct"" an ill-formed statement in the case of the ""no"" in",67,http://www.aclweb.org/anthology/W/W10/W10-2109.pdf
"(Burnard, 2000)",W10-2109,62,"get construction-we use two corpora: the British National Corpus (Burnard, 2000), an approximately one hundred million word corpus of latetwentieth century British English, and The New York Times Annotated Corpus (Sandhaus, 2008), approximately one billion words of non-newswire text from the New York Times from the years 1987-2006.","We extract all sentences in these corpora containing the sequence of strings no, is too, and to separated by one or more words.",http://www.aclweb.org/anthology/W/W10/W10-2109.pdf
"(Fellbaum, 1998)",W10-2109,"To test our hypothesis that the interaction of the semantics of the noun, adjective, and verb in the target construction contributes to its pragmatic interpretation, we represent each instance in our dataset as a vector of features that capture aspects of the semantics of its component words.","WordNet To tap into general lexical semantic properties of the words in the construction, we use features that draw on the semantic classes of words in WordNet (Fellbaum, 1998).","These binary features each represent a synset in WordNet, and are turned on or off for the component words (the noun, adjective, and verb) in each instance of the target construction.",http://www.aclweb.org/anthology/W/W10/W10-2109.pdf
"(Bird et al., 2009)",W10-2109,"A synset feature is on for a word if the synset occurs on the path from all senses of the word to the root, and off otherwise.","We use WordNet version 3.0 accessed using NLTK version 2.0 (Bird et al., 2009).","Polarity Because of the observation that the verb in the target construction, in particular, has some property of negativity in the ""no"" interpretation, we also use features representing the semantic polarity of the noun, adjective, and verb in each instance.",http://www.aclweb.org/anthology/W/W10/W10-2109.pdf
"Brill, 1992]",W99-0707,"We also present the results of [Argamon et at., 1998], [Ramshaw and Marcus, 1995] and [Cardie and Pierce, 1998] in Table 4.","The latter two use a transformation-based error-driven learning method [Brill, 1992].","In [Ramshaw and Marcus, 1995], the method is used for NP chunking, and in [Cardie and Pierce, 1998] the approach is indirectly used to evaluate corpus-extracted NP chunking rules.",http://www.aclweb.org/anthology/W/W99/W99-0707.pdf
(2007),D08-1058,"Instead of using only the limited Chinese knowledge, this study aims to improve Chinese sentiment analysis by making full use of bilingual knowledge in an unsupervised way, including both Chinese resources and English resources.","Generally speaking, there are two unsupervised scenarios for ""borrowing"" English resources for sentiment analysis in other languages: one is to generate resources in a new language by leveraging on the resources available in English via cross-lingual projections, and then perform sentiment analysis in the English language based on the generated resources, which has been investigated by Mihalcea et al (2007); the other is to translate the texts in a new language into English texts, and then perform sentiment analysis in the English language, which has not yet been investigated.","In this study, we first translate Chinese reviews into English reviews by using machine translation services, and then identify the sentiment polarity of English reviews by directly leveraging English resources.",http://www.aclweb.org/anthology/D/D08/D08-1058.pdf
(2008),D08-1058,"Blitzer et al (2007) investigate domain adaptation for sentiment classifiers, focusing on online reviews for different types of products.",Andreevskaia and Bergler (2008) present a new system consisting of the ensemble of a corpusbased classifier and a lexicon-based classifier with precision-based vote weighting.,"Research work focusing on Chinese sentiment analysis includes (Tsou et al., 2005; Ye et al., 2006; Li and Sun, 2007; Wang et al., 2007).",http://www.aclweb.org/anthology/D/D08/D08-1058.pdf
"(Bangalore et al., 2007",W10-3805,"In contrast to a phrase-based model, a discriminative model has the power to integrate much richer contextual information into the training model.","Contextual information is extremely useful in making lexical selections of higher quality, as illustrated by the models for Global Lexical Selection (Bangalore et al., 2007; Venkatapathy and",34,http://www.aclweb.org/anthology/W/W10/W10-3805.pdf
"(Papineni et al., 1998",W10-3805,"In this section, we present approaches that are directly related to our approach.","In Direct Translation Model (DTM) proposed for statistical machine translation by (Papineni et al., 1998; Och and Ney, 2002), the authors present a discriminative set-up for natural language understanding (and MT).",They use a slightly modified equation (in comparison to IBM models) as shown in equation 1.,http://www.aclweb.org/anthology/W/W10/W10-3805.pdf
"(Hassan et al., 2009)",W10-3805,"e = arg max Pr(e|f) e M (3) = arg max mm(f, e) e m=1","The DTM2 model differs from other phrasebased SMT models in that it avoids the redundancy present in other systems by extracting from a word aligned parallel corpora a set of minimal phrases such that no two phrases overlap with each other (Hassan et al., 2009).","The decoding strategy in DTM2 (Ittycheriah and Roukos, 2007) is similar to a phrase-based decoder except that the score of a particular translation block is obtained from the maximum entropy model using the set of feature functions.",http://www.aclweb.org/anthology/W/W10/W10-3805.pdf
"(Chen and Goodman, 1999)",W10-3805,We trained a language model of order 5 built on the entire EUROPARL corpus using the SRILM package.,"The method uses improved Kneser-Ney smoothing algorithm (Chen and Goodman, 1999) to compute sequence probabilities.",5 Dataset,http://www.aclweb.org/anthology/W/W10/W10-3805.pdf
"(Koehn et al., 2007)",W10-3805,We used maximum entropy model in our experiments.,"We show that the performance of our approach (using simple lexical features) is comparable to that of the state-of-art statistical MT system (Koehn et al., 2007).","When additional syntactic features (POS tags in this paper) are used, there is a boost in the performance which is likely to improve when richer syntactic features are incorporated in the model.",http://www.aclweb.org/anthology/W/W10/W10-3805.pdf
"(Ittycheriah and Roukos, 2007)",W10-3805,"The DTM2 model differs from other phrasebased SMT models in that it avoids the redundancy present in other systems by extracting from a word aligned parallel corpora a set of minimal phrases such that no two phrases overlap with each other (Hassan et al., 2009).","The decoding strategy in DTM2 (Ittycheriah and Roukos, 2007) is similar to a phrase-based decoder except that the score of a particular translation block is obtained from the maximum entropy model using the set of feature functions.","In our approach, instead of providing the complete scoring function ourselves, we compute the parameters needed by a phrase based decoder, which in turn uses these parameters appropriately.",http://www.aclweb.org/anthology/W/W10/W10-3805.pdf
"(Bangalore et al., 2007",W10-3805,These classifiers predict if a particular target block should be present given the source word and its context.,"This model is similar to the global lexical selection (GLS) model described in (Bangalore et al., 2007; Venkatapathy and Bangalore, 2009) except that in GLS, the predicted target blocks are not associated with any particular source word unlike the case here.","For the set of experiments in this paper, we used a context of size 6, containing three words to the left and three words to the right.",http://www.aclweb.org/anthology/W/W10/W10-3805.pdf
"(Haffner, 2006)",W10-3805,"Similarly, we call the reordering model, a 'context dependent block distortion model'.","For training, we use the maximum entropy software library Llama presented in (Haffner, 2006).",3.1.1 Context Dependent Block Translation Model,http://www.aclweb.org/anthology/W/W10/W10-3805.pdf
"(Sacks et al., 1974)",W09-3953,357,"tween an initiating speech act and a responding one-the analog of adjacency pairs (Sacks et al., 1974).","The most closely related effort is (Galley et al., 2004), which aims to automatically identify adjacency pairs in the ICSI Meeting corpus, a large corpus of 75 meetings, using a small tagset.",http://www.aclweb.org/anthology/W/W09/W09-3953.pdf
"(Stolcke et al., 2000)",W09-3953,"Their maximum entropy ranking approach achieved 90% accuracy on the 4-way classification into agreement, disagreement, backchannel and other.","Using the switchboard corpus, (Stolcke et al., 2000) achieved good dialogue act labeling accuracy (71% on manual transcriptions) for a set of 42 dialogue act types, and constructed probabilistic models of dialogue act sequencing in order to test the hypothesis that dialogue act sequence information could boost speech recognition performance.",There has been far less work on developing manual and automatic dialogue act annotation schemes for email.,http://www.aclweb.org/anthology/W/W09/W09-3953.pdf
"(Cochran, 1950)",W09-3953,"We have previously shown (Passonneau and Litman, 1997) that intention-based segmentation can be done reliably by multiple annotators.","For twenty narratives each segmented by the same seven annotators, using Cochran's Q (Cochran, 1950), we found the probabilities associated with the null hypothesis that the observed distributions could have arisen by chance to be at or below p=0.1 x106.",Partitioning Q by number of annotators gave significant results for all values of A ranging over the number of annotators apart from A = 2.,http://www.aclweb.org/anthology/W/W09/W09-3953.pdf
"(Sacks et al., 1974)",W09-3953,"DFU Links, or simply Links, correspond to adjacency pairs, but need not be adjacent.","A forward link (Flink) is the analog of a ""first pair-part"" of an adjacency pair (Sacks et al., 1974), and is similarly restricted to specific speech act types.",All Request-Information and Request-Action DFUs are assigned Flinks.,http://www.aclweb.org/anthology/W/W09/W09-3953.pdf
"(Taskar et al., 2003",W09-3953,"Taskar, 2007) such as link prediction.","However, Structured SVM (Taskar et al., 2003; Tsochantaridis et al., 2005) is also a compelling method which has the potential to handle the interdependence between labeling and sequencing, due to its ability to handle dependencies among features and prediction results within the structure.","sequence labeling (Tsochantaridis et al., 2005).",http://www.aclweb.org/anthology/W/W09/W09-3953.pdf
"(Traum and Heeman, 1996",W09-3953,"A major focus of the cited work is on how to recognize or generate speech acts for interactive systems, or how to classify speech acts for distributional analyses.","The focus can be on a specific type of speech act (e.g., grounding and repairs (Traum and Heeman, 1996; Frampton and Lemon, 2008)), or on more general comparisons, such as the contrast between human-human and human-computer dialogues (Doran et al., 2001).","While there is a large degree of overlap across schemes, the set of DA types will differ due to differences in the nature of the communicative goals; thus information-seeking versus task-oriented dialogues differ in the set of speech acts and their relative frequencies.",http://www.aclweb.org/anthology/W/W09/W09-3953.pdf
"(Yeh and Harnly, 2006)",W09-3953,"Most of the emails are concerned with exchanging information, scheduling meetings, and solving problems, but there are also purely social emails.","We used a version of the corpus with some missing messages restored from other emails in which they were quoted (Yeh and Harnly, 2006).",The annotator of the majority of the Loqui corpus also annotated the Enron corpus.,http://www.aclweb.org/anthology/W/W09/W09-3953.pdf
(1982),J88-3005,"The major problem with these systems is due to their inability to reason about the misconception itself, they are completely at a loss when faced with a misconception absent from their a priori listing.","The work of Sleeman (1982) on inferring defective algebra rules (mal-rules) is based on the observation that the a priori listing of misconceptions is a difficult, if not impossible, task.",Sleeman proposes on-line inference of mal-rules based on the answer the student has given to a particular problem.,http://www.aclweb.org/anthology/J/J88/J88-3005.pdf
(1982),J88-3005,The highlighting and similarity metric used by ROMPER will be discussed below.,This method for correcting misconceptions suggests a model of natural language generation that is similar to that put forth by McKeown (1982) but which differs from McKeown's model in several ways.,Both McKeown and this work concentrate on determining the content and textual shape of a response.,http://www.aclweb.org/anthology/J/J88/J88-3005.pdf
(1977),J88-3005,A second major problem with a similarity metric based on distance in the generalization hierarchy is that it is context invariant; contextual information has no way of affecting the assessments.,"As shown by Tversky (1977) and others, human judgments of object similarity have been found to shift both when the set of objects under discussion are altered (e.g., a violin and an electric guitar may be judged quite similar when in a group with a clarinet and an oboe, and may be judged quite different when the other members of the group are Computational Linguistics, Volume 14, Number 3, September 1988 57 Kathleen F. McCoy Reasoning on a Highlighted User Model to Respond to Misconceptions a cello and an electric bass), and when the salience of attributes are altered (e.g., in a group containing a red triangle, a blue triangle, and a red square, the red triangle might be judged similar to the blue triangle when attribute shape is stressed, but may be judged similar to the red square when attribute color is stressed).",One metric that avoids these problems was introduced by Tversky (1977).,http://www.aclweb.org/anthology/J/J88/J88-3005.pdf
(2012),P13-1028,verbs become leaves instead of governing the sentences.,"Rasooli and Faili (2012) and Bisk and Hockenmaier (2012) made some efforts to boost the verbocentricity of the inferred structures; however, both of the approaches require manual identification of the POS tags marking the verbs, which renders them useless when unsupervised POS tags are employed.","The main contribution of this paper is a considerable improvement of unsupervised parsing quality by estimating the Pstop probabilities externally using a very large corpus, and employing this prior knowledge in the standard inference of DMV.",http://www.aclweb.org/anthology/P/P13/P13-1028.pdf
(2004),P13-1028,Dependency Model with Valence (DMV) has been the most popular approach to unsupervised dependency parsing in the recent years.,It was introduced by Klein and Manning (2004) and further improved by Smith (2007) and Cohen et al (2008).,Headden III et al (2009) introduce the Extended Valence Grammar and add lexicalization and smoothing.,http://www.aclweb.org/anthology/P/P13/P13-1028.pdf
"(Marecek and Zabokrtsky, 2012)",P13-1028,3.1 Recognition of reducible sequences,"We introduced a simple procedure for recognition of reducible sequences in (Marecek and Zabokrtsky, 2012): The particular sequence of words is removed from the sentence and if the remainder of the sentence exists elsewhere in the corpus, the sequence is considered reducible.",We provide an example in Figure 2.,http://www.aclweb.org/anthology/P/P13/P13-1028.pdf
"(Gilks et al., 1996)",P13-1028,5 Inference,"We employ the Gibbs sampling algorithm (Gilks et al., 1996).","Unlike in (Marecek and Zabokrtsky, 2012), where edges were sampled individually, we sample whole trees from all possibilities on a given sentence using dynamic programming.",http://www.aclweb.org/anthology/P/P13/P13-1028.pdf
"(Marecek and Zabokrtsky, 2012)",P13-1028,"We employ the Gibbs sampling algorithm (Gilks et al., 1996).","Unlike in (Marecek and Zabokrtsky, 2012), where edges were sampled individually, we sample whole trees from all possibilities on a given sentence using dynamic programming.",The algorithm works as follows:,http://www.aclweb.org/anthology/P/P13/P13-1028.pdf
"(Klein and Manning, 2004)",P13-1028,4 Model,"We use the standard generative Dependency Model with Valence (Klein and Manning, 2004).","The generative story is the following: First, the head of the sentence is generated.",http://www.aclweb.org/anthology/P/P13/P13-1028.pdf
"(Chu and Liu, 1965)",P13-1028,"After each iteration is finished (all the trees in the corpus are re-sampled), we increment the counter of all directed pairs of nodes which are connected by a dependency edge in the current trees.","After the last iteration, we use these collected counts as weights and compute maximum directed spanning trees using the Chu-Liu/Edmonds' algorithm (Chu and Liu, 1965).","Therefore, the resulting trees consist of edges maximizing the sum of individual counts:",http://www.aclweb.org/anthology/P/P13/P13-1028.pdf
"(Buchholz and Marsi, 2006)",P13-1028,We use two types of resources in our experiments.,"The first type are CoNLL treebanks from the year 2006 (Buchholz and Marsi, 2006) and 2007 (Nivre et al., 2007), which we use for inference and for evaluation.","As is the standard practice in unsupervised parsing evaluation, we removed all punctuation marks from the trees.",http://www.aclweb.org/anthology/P/P13/P13-1028.pdf
"(Majlis and Zabokrtsky, 2012)",P13-1028,"In case a punctuation node was not a leaf, its children are attached to the parent of the removed node.","For estimating the STOP probabilities (Section 3), we use the Wikipedia articles from W2C corpus (Majlis and Zabokrtsky, 2012), which provide sufficient amount of data for our purposes.",Statistics across languages are shown in Table 1.,http://www.aclweb.org/anthology/P/P13/P13-1028.pdf
(2006),N07-1064,"Allen and Hogan (2000) sketch the outline of such an automated post-editing (APE) system, which would automatically learn post-editing rules from a tri-parallel corpus of source, raw MT and post-edited text.","Elming (2006) suggests using tranformation-based learning to automatically acquire error-correcting rules from such data; however, the proposed method only applies to lexical choice errors.","Knight and Chander (1994) also argue in favor of using a separate APE module, which is then portable across multiple MT systems and language pairs, and suggest that the post-editing task could be performed using statistical machine translation techniques.",http://www.aclweb.org/anthology/N/N07/N07-1064.pdf
"(Brown et al., 1993)",N07-1064,no new translations are produced at the decoding step.,"To improve raw output from decoding, Portage relies on a rescoring strategy: given a list of n-best translations from the decoder, the system reorders this list, this time using a more elaborate loglinear model, incorporating more feature functions, in addition to those of the decoding model: these typically include IBM-1 and IBM-2 model probabilities (Brown et al., 1993) and an IBM-1-based feature function designed to detect whether any word in one language appears to have been left without satisfactory translation in the other language; all of these feature functions can be used in both language directions, i.e.",source-to-target and target-to-source.,http://www.aclweb.org/anthology/N/N07/N07-1064.pdf
(2004),N07-1064,"Decoding is the central phase in SMT, involving a search for the hypotheses t that have highest probabilities of being translations of the current source sentence s according to a model for P(t1s).","Portage implements a dynamic programming beam search decoding algorithm similar to that of Koehn (2004), in which translation hypotheses are constructed by combining in various ways the target-language part of phrase pairs whose sourcelanguage part matches the input.",These phrase pairs come from large phrase tables constructed by collecting matching pairs of contiguous text segments from word-aligned bilingual corpora.,http://www.aclweb.org/anthology/N/N07/N07-1064.pdf
